task,embedding,kernel,R,R2,kendalltau,log_loss,SE
only_cut_secreted,X_only_sp_secretion_data_2_1.pkl,Matern5/2,0.10601412888653126,-0.005303284580924439,0.15614098385559277,181.3735887122552,1.2164539140428339
only_cut_secreted,X_small_5_3.pkl,Matern5/2,-0.3765291371157203,-0.01499576984996387,-0.2299419957560878,179.16608283197294,1.2281821773671109
only_cut_secreted,X_original_3_1.pkl,Matern5/2,-0.37623367261679885,-0.014981965742208114,-0.22658740430606528,179.16185344039854,1.228165473889497
only_cut_secreted,X_only_sp_secretion_data_3_2.pkl,Matern5/2,-0.0973627696179186,-0.04037135175786655,-0.02439702872743637,180.84963765982704,1.2588875638971575
only_cut_secreted,X_original_1_6.pkl,Matern5/2,-0.1572721807477604,-0.049952349475445024,-0.025311917304715235,181.43091585160366,1.2704809231875753
only_cut_secreted,X_small_1_6.pkl,Matern5/2,-0.21573783719294068,-0.059271591826425496,-0.056113166073103654,181.87709120248138,1.281757548866253
only_cut_secreted,X_only_sp_secretion_data_2_5.pkl,Matern5/2,0.2301731279572571,0.041188696712584294,0.19182163836946847,177.63907507617105,1.1601969083376644
only_cut_secreted,X_only_sp_secretion_data_2_2.pkl,Matern5/2,0.13099094879083586,-0.01204795846094342,0.13082906655087753,182.92420931051066,1.2246152172695632
only_cut_secreted,X_small_5_7.pkl,Matern5/2,-0.37652354347959627,-0.014993929876893075,-0.22963703289699483,179.16558763973634,1.2281799509320857
only_cut_secreted,X_sp_secretion_data_5_6.pkl,Matern5/2,-0.38587678409901954,-0.01539779679910902,-0.2433603615561778,179.1879881127124,1.228668644747989
only_cut_secreted,X_only_sp_secretion_data_5_5.pkl,Matern5/2,-0.3759611115274964,-0.014974256541871345,-0.22872214431971596,179.16465695885077,1.2281561454738161
only_cut_secreted,X_sp_secretion_data_4_1.pkl,Matern5/2,-0.41488231775475654,-0.017601711937687003,-0.2708070188745437,179.31373872020342,1.231335463048159
only_cut_secreted,X_only_sp_secretion_data_5_2.pkl,Matern5/2,-0.37693635869048125,-0.015011488290417097,-0.23207673576973845,179.16706036442355,1.2282011972576308
only_cut_secreted,X_sp_secretion_data_4_2.pkl,Matern5/2,-0.375964890416855,-0.014969556212232948,-0.22933207003790188,179.1650480766398,1.2281504579022409
only_cut_secreted,X_sp_secretion_data_2_1.pkl,Matern5/2,-0.3768633626083858,-0.015008727605718697,-0.23390651292429618,179.16776634026596,1.2281978567277048
only_cut_secreted,X_original_5_4.pkl,Matern5/2,-0.3762689921949154,-0.014983540275580465,-0.23004390332764074,179.2327310946629,1.2281673791327334
only_cut_secreted,X_sp_secretion_data_2_7.pkl,Matern5/2,-0.09054797368862258,-0.03767028022027863,-0.0792903433641682,181.91536514101895,1.2556191680862574
only_cut_secreted,X_original_5_5.pkl,Matern5/2,-0.37642544262995725,-0.01498994097323414,-0.22872214431971596,179.16743925676968,1.2281751242120869
only_cut_secreted,X_sp_secretion_data_5_4.pkl,Matern5/2,-0.37598949063759873,-0.014972114758731614,-0.22475762715150754,179.16393034767802,1.2281535538375175
only_cut_secreted,X_small_3_6.pkl,Matern5/2,-0.42066531431151816,-0.018848043562728956,-0.2668425017063353,179.38669147369026,1.2328435701107054
only_cut_secreted,X_small_2_5.pkl,Matern5/2,-0.3760814166117556,-0.014973682167320979,-0.228417181460623,179.16573488888437,1.228155450459505
only_cut_secreted,X_original_4_6.pkl,Matern5/2,-0.3532283137640592,-0.05015581491627574,-0.3311896649749487,181.10031604128898,1.270727123847284
only_cut_secreted,X_sp_secretion_data_2_2.pkl,Matern5/2,-0.3765837053652003,-0.014994726895108279,-0.23268666148792438,179.16733943114923,1.2281809153534125
only_cut_secreted,X_small_1_1.pkl,Matern5/2,-0.14608316557583723,-0.03842986459695097,-0.07563078905505274,180.8121064136089,1.2565382930928308
only_cut_secreted,X_small_2_6.pkl,Matern5/2,-0.3762160710724226,-0.014977102835845857,-0.2305519214742737,179.16498076593243,1.228159589594112
only_cut_secreted,X_original_3_6.pkl,Matern5/2,-0.3768414716458961,-0.015002148529245307,-0.22689236716515826,179.16491262039963,1.228189895803425
only_cut_secreted,X_original_1_5.pkl,Matern5/2,-0.046358578812457425,-0.03240801666935189,0.00792903433641682,180.49343805282803,1.2492516358286478
only_cut_secreted,X_sp_secretion_data_2_6.pkl,Matern5/2,-0.34524391554936723,-0.04887224905954768,-0.24762984158347917,181.07900741664014,1.2691739619962317
only_cut_secreted,X_original_4_7.pkl,Matern5/2,-0.364767976919503,-0.0474168039099101,-0.3510122508159908,180.92444817099738,1.2674128198850831
only_cut_secreted,X_original_3_4.pkl,Matern5/2,-0.4351604010261807,-0.020913208566643027,-0.2662325759881494,179.57495751502552,1.2353424956495818
only_cut_secreted,X_only_sp_secretion_data_1_3.pkl,Matern5/2,0.13142598793392302,0.010987963977484916,0.1195934700272021,177.62802346568702,1.1967409046679738
only_cut_secreted,X_original_2_6.pkl,Matern5/2,-0.026118905070560527,-0.023296337011528667,0.008233997195509775,179.76734822627984,1.238226168635547
only_cut_secreted,X_original_5_2.pkl,Matern5/2,-0.3766135564069834,-0.014999281314580282,-0.22872214431971596,179.1582363700715,1.2281864263683249
only_cut_secreted,X_original_1_2.pkl,Matern5/2,0.23964975725618645,0.05715555109109782,0.18572238118760936,175.8856693815902,1.1408764278402874
only_cut_secreted,X_original_1_1.pkl,Matern5/2,-0.2929453755641612,-0.03768620216546137,-0.24183554726071302,180.52888058133095,1.2556384342249776
only_cut_secreted,X_sp_secretion_data_3_1.pkl,Matern5/2,-0.3026964224172653,-0.07103159923599778,-0.27721123891549576,182.4730412923989,1.2959875899513271
only_cut_secreted,X_original_1_4.pkl,Matern5/2,-0.059783954568892225,-0.061353136677317455,-0.030769555580928348,182.05102823109948,1.284276294621847
only_cut_secreted,X_only_sp_secretion_data_4_4.pkl,Matern5/2,-0.37653663438718055,-0.014989274917185602,-0.23177177291064552,179.16517835250778,1.2281743182597942
only_cut_secreted,X_small_1_7.pkl,Matern5/2,-0.38953625976709266,-0.034856833971190326,-0.23634621579703985,180.36331085759278,1.2522147947452518
only_cut_secreted,X_only_sp_secretion_data_1_7.pkl,Matern5/2,0.0404331786285296,-0.018770050320692677,0.07846222051121919,179.33656280625885,1.2327491954219933
only_cut_secreted,X_sp_secretion_data_1_2.pkl,Matern5/2,-0.06479683966953546,-0.02729269525245681,0.03842532024571228,180.20561972614914,1.2430619089525805
only_cut_secreted,X_small_5_6.pkl,Matern5/2,-0.3764827332468924,-0.014995337799448505,-0.23024695861518074,179.16507471384037,1.2281816545701119
only_cut_secreted,X_sp_secretion_data_1_3.pkl,Matern5/2,-0.17514621354138496,-0.02923566044579773,-0.12259506935536775,180.15648756228103,1.245412968230452
only_cut_secreted,X_small_4_2.pkl,Matern5/2,-0.37609861783229503,-0.014974840825835889,-0.23268666148792438,179.16471571880084,1.2281568524788826
only_cut_secreted,X_small_4_6.pkl,Matern5/2,-0.37619576791898135,-0.014977827936875965,-0.2305519214742737,179.16771171399,1.228160466993002
only_cut_secreted,X_original_1_3.pkl,Matern5/2,0.08900988702719152,-0.0034514724577652256,0.08416974910965548,178.7870439228738,1.2142131533292868
only_cut_secreted,X_original_3_7.pkl,Matern5/2,-0.37611344889984505,-0.014976620694026721,-0.22201296141967097,179.16475513598738,1.2281590061847945
only_cut_secreted,X_only_sp_secretion_data_5_3.pkl,Matern5/2,-0.3762190479379536,-0.014983942906507508,-0.22933207003790188,179.1638613349196,1.2281678663309497
only_cut_secreted,X_only_sp_secretion_data_2_3.pkl,Matern5/2,0.20801951577456188,0.028257466762499184,0.17504868111935595,180.06612929427263,1.1758441717331345
only_cut_secreted,X_small_1_2.pkl,Matern5/2,-0.34778445883602954,-0.03657830218981695,-0.2701970931563578,180.70478122206632,1.2542978345448499
only_cut_secreted,X_small_4_3.pkl,Matern5/2,-0.376267025799652,-0.014981981149930101,-0.2348214015015751,179.16693417398764,1.2281654925334067
only_cut_secreted,X_small_3_4.pkl,Matern5/2,-0.3759322342468038,-0.014968491176812204,-0.22729619910740348,179.22981205121624,1.228149169170247
only_cut_secreted,X_original_4_2.pkl,Matern5/2,-0.4069997040297869,-0.03794890104581139,-0.336069070720436,180.45914609547924,1.2559563095230273
only_cut_secreted,X_original_2_3.pkl,Matern5/2,-0.19353380787117921,-0.040486458301093764,-0.06099257181859093,180.77795609060735,1.2590268470440331
only_cut_secreted,X_original_2_1.pkl,Matern5/2,-0.2424358728972393,-0.04630957857169449,-0.1418077294782239,181.1442006894346,1.2660730365410335
only_cut_secreted,X_original_5_7.pkl,Matern5/2,-0.3761946943762783,-0.014984386575660924,-0.228417181460623,179.16477010930123,1.228168403186928
only_cut_secreted,X_sp_secretion_data_5_1.pkl,Matern5/2,-0.37592069257589966,-0.014968433111218538,-0.228417181460623,179.1647667430902,1.2281490989087451
only_cut_secreted,X_original_3_3.pkl,Matern5/2,-0.3761676724145987,-0.014975632876759182,-0.22536755286969348,179.16420546205887,1.2281578108896036
only_cut_secreted,X_small_5_4.pkl,Matern5/2,-0.3765992454781114,-0.014998742811884513,-0.2299419957560878,179.16840952354426,1.228185774760276
only_cut_secreted,X_sp_secretion_data_4_7.pkl,Matern5/2,-0.3759495774322344,-0.014968920249970541,-0.23146681005155256,179.16481093808636,1.2281496883645349
only_cut_secreted,X_small_2_2.pkl,Matern5/2,-0.3979035088313984,-0.04166470261411459,-0.24915465587894392,180.93252486690997,1.260452565957177
only_cut_secreted,X_original_3_5.pkl,Matern5/2,-0.3762964651191008,-0.014984178739467335,-0.22140303570148506,179.16236834428102,1.2281681516974967
